Id,Name,Pueblo,Room Type,Availability 365,Price
35649783,Pet FriendlyTwo Story Apt Home 14th/Ust NW,Guaynabo,Entire home/apt,109,1800
45599687,"""Call Me Stylish"" Studio in ",Guaynabo,Entire home/apt,111,940
47008879,Private Home in the Heart of !,Guaynabo,Entire home/apt,111,1501
44622740,Sun filled top floor 1 bedroom apartment,Guaynabo,Entire home/apt,111,2300
42590098,| Sleek City Rowhome | 9 Min Walk to Metro |,Guaynabo,Entire home/apt,112,310
50877560,13t Library House - 1BR,Guaynabo,Entire home/apt,113,1150
21563946,Private clean and comfortable Park View apartment,Guaynabo,Entire home/apt,114,550
17979497,New Private Space in //U-St.,Guaynabo,Entire home/apt,114,1120
52790225,Sun filled 2 bedroom classic  row house,Guaynabo,Entire home/apt,120,675
17007485,Monthly modern Walk2Metro  NW,Guaynabo,Entire home/apt,121,460
5.35e+17,Lovely and private 1-bedroom rental unit,Guaynabo,Entire home/apt,121,600
9012148,Renovated 2Bdrm Lovely English Basement,Guaynabo,Entire home/apt,121,1000
31570396,Urban Oasis in 's Trendy 14th & Puertorican Area,Guaynabo,Entire home/apt,122,1100
43159768,Family/Groups/NWHome/Business Travel/Meetings/Work,Guaynabo,Entire home/apt,124,1393
46738044,Chic 2-story Apartment in Superb  Location,Guaynabo,Entire home/apt,126,1450
19769087,"New, beautiful 2BR in the heart of !",Guaynabo,Entire home/apt,129,850
15523073,Lovely 1 BR in Best Mount Pleasant Location,Guaynabo,Entire home/apt,130,550
17078088,Comfy & convenient 2br apartment w/ parking by zoo,Guaynabo,Entire home/apt,132,480
53494379,PRO CLEANED: Cozy in  - WALK 2 Howard University - 2 Miles from grocery store!,Guaynabo,Entire home/apt,133,1100
34143738,"Cozy ,Historic  House  by the Convention Center",Guaynabo,Entire home/apt,134,650
34594785,Bpeace guest house:unit 1,Guaynabo,Entire home/apt,137,675
18281120,Cozy guest house w/ roof deck,Guaynabo,Entire home/apt,139,1102
36801219,Modern and Cozy 3 Bed Carriage House with Parking!,Guaynabo,Entire home/apt,140,625
44380863,basement,Guaynabo,Entire home/apt,140,790
54241958,"Modern, remodeled 2BR Apt w Easy Access Downtown",Guaynabo,Entire home/apt,141,800
25487660,Entire Extra Large Luxury 3 bedroom Condo,Guaynabo,Entire home/apt,142,600
5.71e+17,PRO CLEANED: Beauty and the Birdhouse ~ THE Ultimate Self Care Experience!,Guaynabo,Entire home/apt,145,1025
24668757,"PRO CLEANED! The Lions Roar~Sleeps 4, Walk to Zoo!",Guaynabo,Entire home/apt,148,400
42199762,NEW! Private Apartment w/ Garage Parking,Guaynabo,Entire home/apt,149,750
49061918,Comfort in the city,Guaynabo,Entire home/apt,149,1600
52384704,PRO CLEANED: Mount Pleasant Surprise! Kid & Family Friendly!,Guaynabo,Entire home/apt,151,500
31824956,"Cozy, Classic 1BR Apt -  Adams-Morgan and Metro!",Guaynabo,Entire home/apt,151,575
41481671,Renovated and clean Carriage House with Parking!,Guaynabo,Entire home/apt,151,689
18915056,Newly renovated suite in the center of the city!,Guaynabo,Entire home/apt,151,1150
22999950,Entire 3 bedroom Private Luxury Condo,Guaynabo,Entire home/apt,151,1350
53336135,New Luxury 3 Bedrooms Condominium ( Full Condo),Guaynabo,Entire home/apt,153,350
38581209,Historic modern English Basement 1BR,Guaynabo,Entire home/apt,155,795
52844704,"Modern Condo, 2 Bed/2 Bath, Rooftop - 6 PPL",Guaynabo,Entire home/apt,156,675
22437845,Stroll to The Hip Strip From North End  Basement Suite,Guaynabo,Entire home/apt,165,1108
48851573,"Private, clean, studio near  metro",Guaynabo,Entire home/apt,166,900
32953300,Centrally located /Park View apt,Guaynabo,Entire home/apt,166,1450
37016029,CHARMING BRIGHT HIP CONDO in .,Guaynabo,Entire home/apt,167,1510
12763181,Ingleside Retreat,Guaynabo,Entire home/apt,172,1250
49590808,WONDERFUL IN HOUSE APARTMENT,Guaynabo,Entire home/apt,172,1950
14685847,Chic and Modern 2 Bedroom,Guaynabo,Entire home/apt,176,760
39156460,The Zoo BNB,Guaynabo,Entire home/apt,183,1200
16710435,Mimi's Place - 1/2 Block to Metro!,Guaynabo,Entire home/apt,183,1250
31836147,Spacious Longterm  Townhouse - w/Parking + Metro,Guaynabo,Entire home/apt,192,575
15397701,♥ Modern Comfort on 's Hip Strip near Metro ♥,Guaynabo,Entire home/apt,195,950
21134013,Private Centrally located Eng Bsmt,Guaynabo,Entire home/apt,200,585
46453167,Modern apartment steps from 's top restaurants,Guaynabo,Entire home/apt,201,955
18633212,Gorgeous Historic Townhome-**Near Zoo,Guaynabo,Entire home/apt,201,1050
53665983,Cheerful 2BR~10mins walk to  Metro,Guaynabo,Entire home/apt,212,550
51412142,Modern 4BR  Gem Walk 2 Metro&Shops,Guaynabo,Entire home/apt,221,225
52006837,Modern studio apartment located on a quiet street,Guaynabo,Entire home/apt,222,1500
40004941,"Cheery 1 BR in Mt. Pleasant, blocks from the Zoo",Guaynabo,Entire home/apt,224,1050
18254897,1 Bed/1 Bath - Pet Friendly - 14th/Puertorican NW,Guaynabo,Entire home/apt,227,1500
50568717,Lovely condo close to public transit,Guaynabo,Entire home/apt,228,568
19011416,Gorgeous Two Bedroom Apartment in the Heart of the City.,Guaynabo,Entire home/apt,229,700
17830430,2 bedroom Apt across from  metro!,Guaynabo,Entire home/apt,231,1120
32104084,Chic Basement Studio in Historic Mount Pleasant,Guaynabo,Entire home/apt,232,663
15484350,"Cozy English Basement close to Metro, night life..",Guaynabo,Entire home/apt,232,695
10436526,Beautiful  apt with patio!,Guaynabo,Entire home/apt,235,615
24738082,Renovated Entire English Basement 1BR apartment,Guaynabo,Entire home/apt,236,550
48334124,Cozy garden level apt in,Guaynabo,Entire home/apt,236,1150
50063025,StayAttache and StayJoyful in perfect Corridor,Guaynabo,Entire home/apt,237,6100
48975990,Bright & Airy 1BR Garden Apt w/ FREE Laundry,Guaynabo,Entire home/apt,240,600
8372234,Large Brownstone Home-Sleeps 12,Guaynabo,Entire home/apt,240,2500
9116972,Large studio next to metro,Guaynabo,Entire home/apt,241,1650
54016319,NEW! Gorgeous 3BDRM House in the Heart of the City,Guaynabo,Entire home/apt,242,1550
54271015,"Charming 14t 1BR w/ Gym, W/D & Lounge, walk to Metro, by Blueground",Guaynabo,Entire home/apt,245,900
18913122,Colorful 1BR Basement Apartment By Zoo - Sleeps 5,Guaynabo,Entire home/apt,247,1050
52350320,Private and Spacious Comfort in the Heart of,Guaynabo,Entire home/apt,248,650
5.6e+17,"NEW Modern 1BR APT 5 Mins Walk to Metro, Grocery#2",Guaynabo,Entire home/apt,250,605
23522812,Chic 1 bedroom Apartment in the Heart of the City,Guaynabo,Entire home/apt,254,1150
32815444,Parkview Studio,Guaynabo,Entire home/apt,255,1500
51945600,"Lovely-1bedroom 1Bathroom, Private entrance NW !",Guaynabo,Entire home/apt,257,650
54274657,"Lovely, light-filled 2bd + Deck near Meridian Hill",Guaynabo,Entire home/apt,260,900
16140977,Cozy 2-Bedroom Apartment near perfect Corridor,Guaynabo,Entire home/apt,263,600
41326764,New Beautiful 2 bedroom Apt in,Guaynabo,Entire home/apt,263,689
50874395,"Classic  Townhouse - Chic, Central and Charming",Guaynabo,Entire home/apt,263,1150
53166511,RELAXING 3 BR WITH FREE PARKING AT THE SEQUOIA,Guaynabo,Entire home/apt,264,550
52391269,Lovely 2br Rental Unit With Free  Parking,Guaynabo,Entire home/apt,265,250
8404345,Good Night 1 Bdrm w/ 2 Queen Beds,Guaynabo,Entire home/apt,270,650
53075081,"Lovely 2 bedroom, full kitchen with free parking",Guaynabo,Entire home/apt,270,675
5.78e+17,"Lovely 2BR Condo in Hip Area, Near Metro",Guaynabo,Entire home/apt,271,1720
19381762,Private luxury in   is open,Guaynabo,Entire home/apt,275,400
38045795,Promotional Pricing!! New 2 Bedroom Private House,Guaynabo,Entire home/apt,275,1100
53648141,Pet friendly 3-bedroom modern with free parking,Guaynabo,Entire home/apt,277,595
8424836,Renovated English Basement 2 Bdrm,Guaynabo,Entire home/apt,277,1021
46418162,Rowhome + HUGE Roofdeck & Parking ✲ 4br | 3.5ba,Guaynabo,Entire home/apt,281,940
5.61e+17,Private Close to Everything One-Bedroom Apartment,Guaynabo,Entire home/apt,286,850
52490903,"Lovely, Private Apartment in ",Guaynabo,Entire home/apt,287,1820
5.6e+17,"NEW Modern 1BR APT 5 Mins Walk to Metro, Grocery#1",Guaynabo,Entire home/apt,288,605
45993222,Rowhome ✲ HUGE Roofdeck & Parking ✲ 3br | 2.5ba,Guaynabo,Entire home/apt,290,980
51089903,"Modern, Luxury 2-BR w/ Amenities in Ideal Location",Guaynabo,Entire home/apt,290,1050
51303738,Spacious 5BD Home+Well Located+NW+Parking+2021Reno,Guaynabo,Entire home/apt,291,761
51393257,Gorgeous Modern Serviced Apartment,Guaynabo,Entire home/apt,292,324
52140412,Lovely 1-bedroom rental unit with pool,Guaynabo,Entire home/apt,292,600
36450591,"President's Residence: Huge 4BR, sleeps 16",Guaynabo,Entire home/apt,296,1000
18387961,Suites!!!,Guaynabo,Entire home/apt,296,1130
22048871,Modern Living,Guaynabo,Entire home/apt,298,600
50920850,13t Library House - 2BR,Guaynabo,Entire home/apt,298,1150
18023259,Walkable & Cozy  Apt ★ 1bd | 1ba,Guaynabo,Entire home/apt,299,1120
46372191,Charming 14treet modern in,Guaynabo,Entire home/apt,300,870
16200955,Charming 2BD in Hip Neighborhood - 3 Blks to Metro,Guaynabo,Entire home/apt,303,800
20361292,New Listing! Modern Condo - One block from Metro,Guaynabo,Entire home/apt,305,612
52516874,Massive Mid-Century Marvel: 5 Bedrooms and Parking,Guaynabo,Entire home/apt,305,1600
45548365,NewReduced$$- Beautiful Unit in Heart of,Guaynabo,Entire home/apt,310,870
50695713,Mid-Century Townhome Steps from Restaurants,Guaynabo,Entire home/apt,310,1350
16376614,Large one bedroom apartment in Mt. Pleasant,Guaynabo,Entire home/apt,310,1800
51688240,Affordable one bedroom unit at the heart of D.C,Guaynabo,Entire home/apt,311,1100
51350499,Modern 3BD+Spacious Condo+Well Located+NW+Parking,Guaynabo,Entire home/apt,314,324
52495655,Cozy Mid-Century Condo - Steps From Restaurants,Guaynabo,Entire home/apt,320,1120
24534127,Amazing  Apt Entire Charming One Bedroom so Clean”,Guaynabo,Entire home/apt,322,1315
52240742,"Central 5BR/4.5BA Home Walk to metro, Shops, Eats",Guaynabo,Entire home/apt,324,600
8419348,Gorgeous Refurbished 2bdr Home near Metro,Guaynabo,Entire home/apt,328,1200
35991621,The Ship,Guaynabo,Entire home/apt,330,1675
22595540,Charming 1br near  metro,Guaynabo,Entire home/apt,331,1195
53972626,One bedroom in heart of the city,Guaynabo,Entire home/apt,331,1550
33522560,"“Hidden treasure” - Roomy, stylish & comfortable!",Guaynabo,Entire home/apt,332,1395
53364086,Yes,Guaynabo,Entire home/apt,333,510
47787609,Gorgeous LUXURY condo on 14t VIEW OF ALL OF,Guaynabo,Entire home/apt,334,1811
35358726,Sativa Suite Elevated Nights In The Heights,Guaynabo,Entire home/apt,337,1100
40431665,Stylish 1 br Mt Pleasant English basement.,Guaynabo,Entire home/apt,338,1300
53041503,The Irving - High-End Condo,Guaynabo,Entire home/apt,344,675
5.6e+17,"NEW Modern 1BR APT 5 Mins Walk to Metro, Grocery#3",Guaynabo,Entire home/apt,350,850
50068955,StayAttache and StayJoyful in,Guaynabo,Entire home/apt,355,850
34602332,Charming 1BR in NW hotspot 1mi to perfect,Guaynabo,Entire home/apt,356,650
5.66e+17,Very Unique 1 Bed Room Pad in the center of,Guaynabo,Entire home/apt,356,1050
53271050,Lovely Studio Apt in,Guaynabo,Entire home/apt,358,310
50586772,Updated  townhome near the Green & Yellow lines,Guaynabo,Entire home/apt,358,1082
51297607,Entire apartment for you | Studio in hotspot,Guaynabo,Entire home/apt,365,324
47133169,Entire apartment for you | Studio in hotspot,Guaynabo,Entire home/apt,365,500
52375851,Brand new apartment in a perfect location,Guaynabo,Entire home/apt,365,600
5.55e+17,Entire apartment for you | 1BR in hotspot,Guaynabo,Entire home/apt,365,605
5.68e+17,Entire apartment for you | 1BR in hotspot,Guaynabo,Entire home/apt,365,650
5.64e+17,Entire apartment for you | Studio in hotspot,Guaynabo,Entire home/apt,365,650
5.66e+17,Entire apartment for you | Studio in hotspot,Guaynabo,Entire home/apt,365,650
53057883,Entire apartment for you | 2BR in hotspot,Guaynabo,Entire home/apt,365,675
45782177,Comforts of home | 1BR in hotspot,Guaynabo,Entire home/apt,365,770
45783486,Entire apartment for you | 1BR in hotspot,Guaynabo,Entire home/apt,365,770
45783447,Entire apartment for you | 2BR in hotspot,Guaynabo,Entire home/apt,365,770
48820416,Entire apartment for you | Studio in hotspot,Guaynabo,Entire home/apt,365,800
46012196,Entire apartment for you | 1BR in hotspot,Guaynabo,Entire home/apt,365,870
46012204,Entire apartment for you | Studio in hotspot,Guaynabo,Entire home/apt,365,870
35341451,Charmer,Guaynabo,Entire home/apt,365,900
48193460,Entire apartment for you | Studio in hotspot,Guaynabo,Entire home/apt,365,900
48143263,Entire apartment for you | 1BR in hotspot,Guaynabo,Entire home/apt,365,910
46748571,Entire apartment for you | 1BR in hotspot,Guaynabo,Entire home/apt,365,925
5.64e+17,Entire apartment for you | 1 BR in hotspot,Guaynabo,Entire home/apt,365,980
46099702,Entire apartment for you | 1BR in hotspot,Guaynabo,Entire home/apt,365,1050
5.66e+17,Entire apartment for you | 2BR in hotspot,Guaynabo,Entire home/apt,365,1050
53637551,Entire apartment for you | Studio in hotspot,Guaynabo,Entire home/apt,365,1100
46013685,Entire apartment for you | Studio in hotspot,Guaynabo,Entire home/apt,365,1150
46352749,Entire apartment for you | Studio in hotspot,Guaynabo,Entire home/apt,365,1150
45783498,Entire apartment for you | 2BR in hotspot,Guaynabo,Entire home/apt,365,1200
5.74e+17,Comforts of home | 1BR in hotspot,Guaynabo,Entire home/apt,365,1245
5.76e+17,Entire apartment for you | 1 BR in hotspot,Guaynabo,Entire home/apt,365,1245
49254080,Entire apartment for you | 2BR in hotspot,Guaynabo,Entire home/apt,365,1250
47130290,Entire apartment for you | 1BR in hotspot,Guaynabo,Entire home/apt,365,1550
46770751,Entire apartment for you | 1BR in hotspot,Guaynabo,Entire home/apt,365,1752
46234631,Entire apartment for you | 2BR in hotspot,Guaynabo,Entire home/apt,365,2300
15475331,"Cute, Cheap, Entire Condo",Hatillo,Entire home/apt,0,550
42915638,Stylish Basement Studio w/ Den – Near Metro!,Hatillo,Entire home/apt,0,670
21891422,Entire apt for $58.  Just 5 minutes walk to Metro,Hatillo,Entire home/apt,0,1300
15212443,"Cozy 2 bedroom, St prk, Near Metro",Hatillo,Entire home/apt,0,2650
33249537,Lux Urban Retreat★Easy access to it all!★Fast WIFI,Hatillo,Entire home/apt,1,398
53870519,Luxury 2 bedroom townhouse,Hatillo,Entire home/apt,5,850
22000836,Beautiful House In The Historic Area of Anacostia,Hatillo,Entire home/apt,5,880
5.67e+17,Charming townhouse for 6 with free parking !,Hatillo,Entire home/apt,55,1050
41862620,Healthy House on a Hill in Caguas!,Hatillo,Entire home/apt,67,740
15273279,Art & Jazz House,Hatillo,Entire home/apt,87,4500
52659403,"Cheerful 3BR townhouse, Free parking on premises!",Hatillo,Entire home/apt,139,675
52615864,Marvelous 3BR *Free Parking* In the heart of !!!,Hatillo,Entire home/apt,139,675
49998226,1 bed / 1 bath first floor unit  @HomeonHigh_,Hatillo,Entire home/apt,144,850
44378548,East of the River Oasis,Hatillo,Entire home/apt,156,790
53436972,Beautifully Appointed Condo East of the River,Hatillo,Entire home/apt,203,1100
17992341,Spacious 1 Bd Suite Offers Proximity and Privacy,Hatillo,Entire home/apt,232,1120
46836435,Cozy Studio 8,Hatillo,Entire home/apt,275,325
10808441,"Best Skyline View  Entire 3BD, 2 Bath Condo",Hatillo,Entire home/apt,282,820
33427863,Amazing Luxury Rowhome w/Tesla &Free Parking!,Hatillo,Entire home/apt,301,1395
46978083,Cozy Studio 3,Hatillo,Entire home/apt,310,1300
46797426,Cozy Studio 5 in,Hatillo,Entire home/apt,325,985
46797430,"Cozy Studio 6 in the Heart of SE, hotspot ",Hatillo,Entire home/apt,326,325
44823815,Luxury in D.C in a quite neighborhood,Hatillo,Entire home/apt,360,1400
24656817,Unique Condo in 's Trendiest Neighborhood,Humacao,Entire home/apt,0,400
16797848,"Charming, Comfortable, One Bedroom in ",Humacao,Entire home/apt,0,450
13685445,Modern flat in the heart of,Humacao,Entire home/apt,0,500
16275310,"Spacious ""Green"" Home in /",Humacao,Entire home/apt,0,500
23714649,Quiet and Bright Apartment in,Humacao,Entire home/apt,0,510
42581743,"Crisp  Circle 1BR nr. perfect, Metro & Glen’s Mkt, by Blueground",Humacao,Entire home/apt,0,550
15346306,Private 1b/b in,Humacao,Entire home/apt,0,550
12324845,Stunning view in  Circle,Humacao,Entire home/apt,0,550
51187331,Stunning 2 Bed/2 Bath in  Circle,Humacao,Entire home/apt,0,560
17364506,Charming Apartment -Kalorama -,Humacao,Entire home/apt,0,575
17174497,Sunny Basement-Apartment in  !,Humacao,Entire home/apt,0,585
10368464,"Updated studio in cool, uptown neighborhood",Humacao,Entire home/apt,0,615
35286951,Modern Apartment in Heart of,Humacao,Entire home/apt,0,620
16577009,"Charming, Spacious Flat w/ Great Location +Parking",Humacao,Entire home/apt,0,650
16600553,Furnished Studio Apt for Rent in  Circle !!!,Humacao,Entire home/apt,0,650
52850893,"Lux  Circle 1BR w/ Pool, W/D & Gym, 3 blocks to Puertorican, by Blueground",Humacao,Entire home/apt,0,675
16764114,King William Apartments,Humacao,Entire home/apt,0,750
45721067,3 Bedroom Townhome with Gorgeous Rooftop Deck,Humacao,Entire home/apt,0,770
16309873,Modern  Apt. with a Great View! Central Location,Humacao,Entire home/apt,0,800
33857127,BEAUTIFUL STUDIO in the Heart of,Humacao,Entire home/apt,0,850
19482504,Spacious 1BR Apartment with Leisurely Deck,Humacao,Entire home/apt,0,850
20859093,/ Circle/Puertorican. 3 Bedroom house,Humacao,Entire home/apt,0,950
23598052,"Convenient, Historic Home in ",Humacao,Entire home/apt,0,955
13278859,"Big, sunny 1-bedroom in the heart of !",Humacao,Entire home/apt,0,980
16706848,AdamsMorgan Condo for MLK-Inauguration Week/ends,Humacao,Entire home/apt,0,1000
14808493,"Spacious 2BR in Kalorama Triangle, near everything",Humacao,Entire home/apt,0,1000
13866423,Cozy Comfy Studio in a great location,Humacao,Entire home/apt,0,1050
18569197,Entire Condo one bedroom/one bath,Humacao,Entire home/apt,0,1050
15780460,Remodeled luxury 2bedroom2bath,Humacao,Entire home/apt,0,1050
25631705,"Elegant, renovated 1 bedroom in ",Humacao,Entire home/apt,0,1070
20133562,Weekend Getaway,Humacao,Entire home/apt,0,1080
47547150,townhouse w/ parking on nice street,Humacao,Entire home/apt,0,1099
31599341,2 bdrm 2bth roommate layout condo 10 mins to metro,Humacao,Entire home/apt,0,1100
16809762,Inauguration Apartments for Rent,Humacao,Entire home/apt,0,1100
51167253,Renovated and Hip Unit on perfect,Humacao,Entire home/apt,0,1150
16793317,Elegant Kalorama Apt 4 Inauguration,Humacao,Entire home/apt,0,1200
43592120,Beautiful Two-Bedroom Apartment in,Humacao,Entire home/apt,0,1215
12634006,"Cozy, Modern Condo in Quiet yet Central ",Humacao,Entire home/apt,0,1250
21813100,Mintwood Place Studio Loft,Humacao,Entire home/apt,0,1300
24675527,Cozy  1 Bedroom,Humacao,Entire home/apt,0,1315
34466500,"Charming, Clean, and Bright Studio in ",Humacao,Entire home/apt,0,1350
33587463,Private Apartment in Ideal  location,Humacao,Entire home/apt,0,1395
32476053,"Sleek, historic, &  private w/ modern conveniences",Humacao,Entire home/apt,0,1405
16620516,Large  Row Home - Near Downtown (& metro)!,Humacao,Entire home/apt,0,1450
12650953,Spacious Meridian Hill Park 1BR/1B,Humacao,Entire home/apt,0,1450
16691141,Cozy apartment -,Humacao,Entire home/apt,0,1505
9546364,2 br in a prime location,Humacao,Entire home/apt,0,1650
9569468,Great Studio in !,Humacao,Entire home/apt,0,1650
9684458,"Light-filled, quiet studio in town!",Humacao,Entire home/apt,0,1650
9496542,New Apt in  /,Humacao,Entire home/apt,0,1650
12984553,Lovely Pet-Friendly Home Near Metro & Restaurants,Humacao,Entire home/apt,0,1800
13030607,"Nice, comfortable studio in the center of ",Humacao,Entire home/apt,0,1800
18059889,"Sunny Oasis in the Heart of , ",Humacao,Entire home/apt,0,2850
50050072,StayAttache and StayJoyful in,Humacao,Entire home/apt,2,1358
34719656,DELIGHTFUL studio in the Heart of,Humacao,Entire home/apt,5,1450
33857393,MODERN Studio in the Heart of,Humacao,Entire home/apt,7,850
17700270,Spacious Apartment in,Humacao,Entire home/apt,9,1120
15968399,"Perfect, cozy 1 bedroom",Humacao,Entire home/apt,12,1039
53586324,One-of-a-kind 2BR/2BA  Condo w/ Garden,Humacao,Entire home/apt,27,1100
37743958,1BR Walk to Everything in Upscale Kalorama,Humacao,Entire home/apt,28,685
24891529,"2 Bedrooms w/sleepsofa sleep 6 Cable, WiFi parking",Humacao,Entire home/apt,29,1000
36930675,★STAYBNB★PetsOK★Cir★Roku★FASTwifi★Sofa Bed,Humacao,Entire home/apt,39,625
50070599,Perfectly Located 1 BR Apt. Lots of light!,Humacao,Entire home/apt,48,1000
53908710,Sojourn | Classic  Circle | 3 BR,Humacao,Entire home/apt,49,1050
31809354,2B/2b New Americana Retreat in the heart of !,Humacao,Entire home/apt,52,575
16635517,English Basement -- Walk to Metro//Zoo,Humacao,Entire home/apt,52,970
15935211,Imagined  - 1.9 miles to grocery store,Humacao,Entire home/apt,57,550
18566562,"★STAYBNB★★40""TV★FASTwifi★WalkScore98",Humacao,Entire home/apt,61,630
53648674,"❤ Newly renovated 1br/1ba apt, central location ❤",Humacao,Entire home/apt,67,595
30740961,★STAYBNB★Pets OK★ Circle★FAST WiFi★40'Roku,Humacao,Entire home/apt,71,1250
44406768,Hidden Gem 2BR w/ Patio Garden + Private Entrance,Humacao,Entire home/apt,73,1000
10311634,(CLOSE TO EVERYTHING),Humacao,Entire home/apt,74,1250
32941255,Unique Studio with Private Patio!,Humacao,Entire home/apt,87,1500
52264394,Furnished fully renovated condo in Kalorama NW,Humacao,Entire home/apt,89,600
30739818,★STAYBNB★Balcony★𓃡PetsOK𓃠★★Roku★FASTwifi,Humacao,Entire home/apt,91,600
20538744,Sparkling Studio in / Circle,Humacao,Entire home/apt,106,750
40500030,Stylisudio in / Circle,Humacao,Entire home/apt,116,750
51000373,"Large 1 BR Suite w. Parking, Heart of ",Humacao,Entire home/apt,133,1050
51923187,PRO CLEANED: Historic Treasure ~  House!,Humacao,Entire home/apt,137,1500
41319051,Cozy & Convenient Retreat in Lively Neighborhood,Humacao,Entire home/apt,141,1100
48939228,In the city on the park - bring the dog,Humacao,Entire home/apt,148,850
37018830," Luxe 2BR+ Deck, parking avail.",Humacao,Entire home/apt,149,850
46433753,Calvert Street Cottage - Private English basement,Humacao,Entire home/apt,150,580
14117917,PRO CLEANED! Charming City Centered ~ Walk to Zoo!,Humacao,Entire home/apt,151,1050
50030333,Brand New Lovely entire 1 BD APT in hotspot,Humacao,Entire home/apt,152,700
46862752,Amazing Condo in heart of  Circle,Humacao,Entire home/apt,168,1125
20957404,"Modern  unit, parking (""Golden Suite"")",Humacao,Entire home/apt,170,550
42877327,/Nat'l Zoo 1BR Apt #24,Humacao,Entire home/apt,181,635
16162225,Spacious Apartment in Historical modern,Humacao,Entire home/apt,197,820
14865465,Studio in the Heart of  (Apt. 4A),Humacao,Entire home/apt,203,800
14913168,Charming studio apartment in  (Apt 4B),Humacao,Entire home/apt,205,970
23717829,Funky & Cool  Apartment,Humacao,Entire home/apt,206,520
38758823,1 Month & Longer Stays in  1 BD Apt,Humacao,Entire home/apt,212,955
45957154,Mintwood Place 3 @ AdamsMorgan,Humacao,Entire home/apt,215,650
50270054,1 Month & Longer Stays 1 BD Condo in,Humacao,Entire home/apt,219,658
24376463,Trendy Exposed Brick  Apartment,Humacao,Entire home/apt,219,1090
35224959,Lovely 1BR in  Circle near Metro by Zeus,Humacao,Entire home/apt,229,1250
43438545,"Airy  Circle 2BR nr. perfect, Metro & Glen’s Mkt, by Blueground",Humacao,Entire home/apt,231,580
50591856,Top-Floor Spacious and Sunny 1 Bedroom Apartment,Humacao,Entire home/apt,233,1405
42855522,Lux  Circle 2BR nr. Metro & Adam's Morgan by Blueground,Humacao,Entire home/apt,238,804
45993124,Entire Flat w/ Patio is Yours in Hip,Humacao,Entire home/apt,241,980
46525608,Kalorama fifth-floor sunny and spacious apartment,Humacao,Entire home/apt,242,1125
42403510,"Gorgeous  Circle 2BR nr. Metro & Adam's Morgan, by Blueground",Humacao,Entire home/apt,242,1150
42403468,"Bright  Circle 2BR nr. perfect & Adam's Morgan, by Blueground",Humacao,Entire home/apt,244,1150
42194631,"Smart  Circle 1BR nr. perfect, Metro & Glen’s Mkt by Blueground",Humacao,Entire home/apt,249,750
42532796,"Sleek  Circle 1BR nr. perfect, Metro & Glen’s Mkt, by Blueground",Humacao,Entire home/apt,249,1300
13417691,Embassy Row English Basement Apartment,Humacao,Entire home/apt,257,983
9430567,Historic & Stately 5 Bedroom Home in !,Humacao,Entire home/apt,259,1650
22077110,The Streetscape Suite,Humacao,Entire home/apt,260,880
54399394,Sunny 2-bedroom condo in,Humacao,Entire home/apt,263,324
48698426,/Puertorican. 1 Month Minimum Stay,Humacao,Entire home/apt,264,600
42033139,"Mod  Circle 1BR w/ Gym, Pool, DM, nr. Embassy Row, by Blueground",Humacao,Entire home/apt,268,900
25742193,Walk Everywhere! Charming  1 BR!,Humacao,Entire home/apt,272,3200
51446553,Kalorama and Euclid Suites,Humacao,Entire home/apt,275,350
33360028,1 Month Min. Stays in  - Entire Apt.,Humacao,Entire home/apt,276,1200
24771697,Euclid Suite,Humacao,Entire home/apt,286,400
24769267,Mintwood Suite,Humacao,Entire home/apt,287,400
11168876,Ellington Place,Humacao,Entire home/apt,287,550
10447326,Luxury Townhome in Admo w Parking + Private Decks,Humacao,Entire home/apt,288,615
22077168,Over-Alley Suite,Humacao,Entire home/apt,291,800
50399055,Gorgeous Bay Window 2BR-1BA Garden Apartment,Humacao,Entire home/apt,292,828
35225056,Lovely 2BR in  Circle Near Metro by Zeus,Humacao,Entire home/apt,294,620
45993122,"Entire 1BR Bay Window Flat in , ",Humacao,Entire home/apt,294,980
21933400,Sweet Place to Come Home to,Humacao,Entire home/apt,296,1300
22076921,The Map Maker Suite,Humacao,Entire home/apt,297,600
48969130,"Chic  Circle 1BR w/ Gym, Pool, W/D, walk to Puertorican, by Blueground(w248)",Humacao,Entire home/apt,299,600
24771408,Meridian Suite,Humacao,Entire home/apt,300,400
36259395,Circle/Kalorama Luxury Apartment Suite 7,Humacao,Entire home/apt,300,955
23076529,Upscale+Kalorama+PRIVATE Entry+KING+DRIVEWAY Opt!,Humacao,Entire home/apt,301,950
36914105,"Modern 1BR Condo in  near Metro, Pet-Friendly",Humacao,Entire home/apt,302,625
24771122,Kalorama Suite,Humacao,Entire home/apt,303,400
33374995,1 Month & Longer Stay - 1 BDRM Apt in,Humacao,Entire home/apt,303,560
42855483,"Roomy  Circle 2BR nr. perfect, Metro & Glen’s Mkt, by Blueground",Humacao,Entire home/apt,306,804
42105576,"Mod  Circle 1BR nr. perfect, Metro & Glen’s Mkt  by Blueground",Humacao,Entire home/apt,307,750
33070034,"Lovely, 1 BR in ! Walk Everywhere!",Humacao,Entire home/apt,307,1450
42938761,"Ample  Circle 2BR nr. perfect & Adam's Morgan, by Blueground",Humacao,Entire home/apt,309,670
50285306,", Charming, 1 Bedroom Walk Everywhere!",Humacao,Entire home/apt,314,774
